,id,rk,g,date,unnamed: 3_level_1,opp,w/l,tm,opp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg%,opp_3p,opp_3pa,opp_3p%,opp_ft,opp_fta,opp_ft%,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,season,team
5521,31,30,30,2021-12-17,@,SAC,W,124,105,45,97,.464,13,24,.542,21,27,.778,12,50,25,11,3,11,21,36,88,.409,13,35,.371,20,26,.769,10,45,21,5,6,18,20,2022,MEM
5522,32,31,31,2021-12-19,,POR,L,100,105,35,91,.385,9,34,.265,21,25,.840,10,33,22,13,5,8,22,35,74,.473,11,32,.344,24,28,.857,9,51,17,4,9,20,18,2022,MEM
5523,33,32,32,2021-12-20,,OKC,L,99,102,39,101,.386,11,32,.344,10,13,.769,17,51,24,9,2,12,21,36,84,.429,11,38,.289,19,28,.679,9,47,24,7,7,14,17,2022,MEM
5524,34,33,33,2021-12-23,@,GSW,L,104,113,38,90,.422,8,26,.308,20,24,.833,14,42,18,10,6,13,20,40,82,.488,19,40,.475,14,18,.778,8,39,30,9,9,18,19,2022,MEM
5525,35,34,34,2021-12-26,@,SAC,W,127,102,47,100,.470,9,30,.300,24,30,.800,19,53,33,11,6,11,19,34,81,.420,10,29,.345,24,27,.889,9,38,22,7,9,18,23,2022,MEM
5526,36,35,35,2021-12-27,@,PHO,W,114,113,45,88,.511,11,29,.379,13,17,.765,15,50,22,10,6,18,23,41,90,.456,11,31,.355,20,23,.870,10,35,25,11,2,11,16,2022,MEM
5527,37,36,36,2021-12-29,,LAL,W,104,99,35,85,.412,10,30,.333,24,29,.828,13,43,18,13,5,12,11,39,86,.453,15,41,.366,6,8,.750,7,39,24,5,5,18,25,2022,MEM
5528,38,37,37,2021-12-31,,SAS,W,118,105,49,102,.480,10,26,.385,10,16,.625,16,58,28,7,11,9,18,39,90,.433,12,35,.343,15,24,.625,11,47,24,3,8,11,15,2022,MEM
5529,39,38,38,2022-01-03,@,BRK,W,118,104,48,102,.471,10,35,.286,12,21,.571,23,61,24,11,5,12,21,37,82,.451,9,31,.290,21,26,.808,8,33,28,10,10,12,20,2022,MEM
5530,40,39,39,2022-01-04,@,CLE,W,110,106,42,90,.467,9,27,.333,17,22,.773,12,45,21,6,8,9,18,40,92,.435,10,34,.294,16,21,.762,14,49,28,2,6,11,14,2022,MEM
5531,41,40,40,2022-01-06,,DET,W,118,88,48,98,.490,10,32,.313,12,19,.632,18,61,31,8,9,18,18,34,99,.343,10,44,.227,10,13,.769,10,39,23,7,3,11,14,2022,MEM
5534,44,41,41,2022-01-08,@,LAC,W,123,108,44,100,.440,12,38,.316,23,31,.742,16,56,26,9,11,9,21,39,96,.406,10,32,.313,20,24,.833,14,49,16,7,6,12,23,2022,MEM
5535,45,42,42,2022-01-09,@,LAL,W,127,119,47,86,.547,11,30,.367,22,32,.688,10,47,33,10,10,12,22,45,97,.464,14,33,.424,15,19,.789,14,41,26,6,7,12,25,2022,MEM
5536,46,43,43,2022-01-11,,GSW,W,116,108,44,100,.440,14,34,.412,14,18,.778,11,49,30,11,8,11,18,35,82,.427,13,36,.361,25,29,.862,4,45,25,8,5,16,19,2022,MEM
5537,47,44,44,2022-01-13,,MIN,W,116,108,42,92,.457,8,32,.250,24,35,.686,16,56,22,10,7,13,15,41,96,.427,15,48,.313,11,14,.786,12,46,23,4,8,15,26,2022,MEM
5538,48,45,45,2022-01-14,,DAL,L,85,112,34,89,.382,7,31,.226,10,13,.769,10,41,19,8,6,14,16,47,91,.516,8,32,.250,10,16,.625,8,52,30,8,1,13,19,2022,MEM
5539,49,46,46,2022-01-17,,CHI,W,119,106,47,92,.511,10,25,.400,15,20,.750,10,48,29,14,7,17,13,40,92,.435,13,31,.419,13,15,.867,9,43,24,10,7,18,15,2022,MEM
5540,50,47,47,2022-01-19,@,MIL,L,114,126,44,106,.415,9,40,.225,17,25,.680,16,47,26,10,8,9,20,46,97,.474,13,37,.351,21,22,.955,13,56,29,7,6,15,21,2022,MEM
5541,51,48,48,2022-01-21,@,DEN,W,122,118,43,82,.524,11,25,.440,25,40,.625,13,48,19,11,10,15,24,43,91,.473,13,32,.406,19,23,.826,10,37,34,6,6,13,25,2022,MEM
5542,52,49,49,2022-01-23,@,DAL,L,91,104,37,99,.374,4,24,.167,13,19,.684,21,50,20,10,3,15,25,36,74,.486,9,30,.300,23,31,.742,9,42,22,10,12,15,23,2022,MEM
5543,53,50,50,2022-01-26,@,SAS,W,118,110,46,90,.511,7,23,.304,19,26,.731,12,44,24,9,9,13,18,43,94,.457,9,37,.243,15,19,.789,13,39,30,9,7,13,19,2022,MEM
5544,54,51,51,2022-01-28,,UTA,W,119,109,46,82,.561,9,23,.391,18,24,.750,8,42,27,9,7,15,19,37,85,.435,17,46,.370,18,21,.857,11,37,20,10,3,16,16,2022,MEM
5545,55,52,52,2022-01-29,,WAS,W,115,95,46,100,.460,13,31,.419,10,12,.833,21,60,24,8,10,9,21,35,84,.417,10,29,.345,15,21,.714,7,37,27,6,5,12,12,2022,MEM
5546,56,53,53,2022-01-31,@,PHI,L,119,122,47,102,.461,6,30,.200,19,28,.679,15,48,18,14,6,14,15,49,100,.490,11,31,.355,13,15,.867,14,49,30,8,12,21,23,2022,MEM
5547,57,54,54,2022-02-02,@,NYK,W,120,108,44,102,.431,16,39,.410,16,23,.696,15,51,30,11,5,9,18,38,88,.432,12,36,.333,20,26,.769,13,48,23,5,10,15,19,2022,MEM
5548,58,55,55,2022-02-05,@,ORL,W,135,115,53,105,.505,13,39,.333,16,22,.727,16,62,33,6,5,8,21,39,90,.433,17,48,.354,20,29,.690,7,38,27,2,2,9,20,2022,MEM
5549,59,56,56,2022-02-08,,LAC,W,135,109,53,103,.515,9,26,.346,20,25,.800,21,55,26,12,6,13,18,40,89,.449,11,31,.355,18,24,.750,11,40,25,8,7,17,17,2022,MEM
5550,60,57,57,2022-02-10,@,DET,W,132,107,44,92,.478,15,30,.500,29,42,.690,18,60,32,6,4,12,23,41,94,.436,7,35,.200,18,21,.857,10,40,27,4,7,9,29,2022,MEM
5551,61,58,58,2022-02-12,@,CHO,W,125,118,47,96,.490,11,33,.333,20,33,.606,16,57,31,11,8,17,26,39,97,.402,14,45,.311,26,33,.788,18,53,28,7,6,16,29,2022,MEM
5552,62,59,59,2022-02-15,@,NOP,W,121,109,47,94,.500,10,34,.294,17,27,.630,18,49,29,10,3,12,24,44,88,.500,4,26,.154,17,20,.850,11,34,20,7,5,15,23,2022,MEM
5553,63,60,60,2022-02-16,,POR,L,119,123,37,85,.435,11,30,.367,34,42,.810,10,39,20,10,7,9,26,43,85,.506,13,32,.406,24,32,.750,13,43,23,6,5,12,27,2022,MEM
5556,66,61,61,2022-02-24,@,MIN,L,114,119,38,98,.388,9,31,.290,29,40,.725,26,59,25,9,7,15,21,43,93,.462,16,42,.381,17,25,.680,12,42,26,6,11,12,27,2022,MEM
5557,67,62,62,2022-02-26,@,CHI,W,116,110,44,100,.440,7,23,.304,21,26,.808,19,61,23,5,10,13,24,39,93,.419,9,20,.450,23,30,.767,6,41,17,9,3,9,17,2022,MEM
5558,68,63,63,2022-02-28,,SAS,W,118,105,48,89,.539,11,26,.423,11,19,.579,13,55,24,5,6,16,18,41,99,.414,9,32,.281,14,19,.737,12,38,30,13,3,9,18,2022,MEM
5559,69,64,64,2022-03-03,@,BOS,L,107,120,42,99,.424,13,40,.325,10,13,.769,17,44,24,10,4,7,16,46,89,.517,16,37,.432,12,15,.800,15,51,33,4,7,14,15,2022,MEM
5560,70,65,65,2022-03-05,,ORL,W,124,96,46,92,.500,14,34,.412,18,27,.667,6,55,25,7,4,7,14,37,86,.430,11,35,.314,11,16,.688,1,41,25,7,5,12,20,2022,MEM
5561,71,66,66,2022-03-06,@,HOU,L,112,123,44,97,.454,5,26,.192,19,27,.704,12,40,27,12,8,11,27,43,82,.524,13,34,.382,24,36,.667,8,45,23,4,5,17,22,2022,MEM
5562,72,67,67,2022-03-08,,NOP,W,132,111,48,101,.475,16,44,.364,20,24,.833,15,52,30,8,6,11,20,41,88,.466,11,34,.324,18,27,.667,12,45,24,9,3,14,18,2022,MEM
5563,73,68,68,2022-03-11,,NYK,W,118,114,46,104,.442,9,26,.346,17,29,.586,19,54,23,8,16,10,27,38,90,.422,10,25,.400,28,37,.757,15,54,23,8,6,16,31,2022,MEM
5564,74,69,69,2022-03-13,@,OKC,W,125,118,48,102,.471,11,29,.379,18,20,.900,20,57,30,8,5,13,20,41,97,.423,13,41,.317,23,28,.821,14,44,25,7,8,11,21,2022,MEM
5565,75,70,70,2022-03-15,@,IND,W,135,102,54,105,.514,15,40,.375,12,20,.600,18,51,38,11,11,10,16,41,98,.418,6,30,.200,14,19,.737,16,49,23,4,3,19,21,2022,MEM
5566,76,71,71,2022-03-18,@,ATL,L,105,120,40,86,.465,8,22,.364,17,23,.739,15,48,18,6,10,16,18,45,91,.495,13,28,.464,17,21,.810,7,40,28,12,6,9,20,2022,MEM
5567,77,72,72,2022-03-20,@,HOU,W,122,98,46,96,.479,16,34,.471,14,17,.824,7,51,26,14,6,13,24,37,86,.430,10,31,.323,14,24,.583,5,45,26,6,3,17,16,2022,MEM
5568,78,73,73,2022-03-23,,BRK,W,132,120,47,101,.465,19,38,.500,19,22,.864,16,46,28,8,7,12,22,43,87,.494,9,25,.360,25,27,.926,10,39,18,6,10,14,20,2022,MEM
5569,79,74,74,2022-03-24,,IND,W,133,103,50,93,.538,21,42,.500,12,17,.706,16,55,34,8,9,14,22,39,92,.424,9,33,.273,16,23,.696,9,31,20,7,8,11,19,2022,MEM
5570,80,75,75,2022-03-26,,MIL,W,127,102,49,102,.480,13,37,.351,16,23,.696,16,54,30,10,9,8,19,37,93,.398,7,32,.219,21,26,.808,14,46,19,4,7,13,21,2022,MEM
5571,81,76,76,2022-03-28,,GSW,W,123,95,43,92,.467,12,30,.400,25,35,.714,13,52,26,11,3,13,21,33,81,.407,9,29,.310,20,26,.769,7,40,18,6,7,15,27,2022,MEM
5572,82,77,77,2022-03-30,@,SAS,W,112,111,44,91,.484,16,39,.410,8,11,.727,12,40,26,8,5,12,15,42,83,.506,14,35,.400,13,16,.813,7,37,26,8,1,14,13,2022,MEM
5573,83,78,78,2022-04-01,,PHO,W,122,114,46,102,.451,7,24,.292,23,28,.821,16,48,30,7,2,11,18,47,86,.547,10,27,.370,10,17,.588,2,39,27,8,4,17,25,2022,MEM
5574,84,79,79,2022-04-05,@,UTA,L,115,121,39,101,.386,13,31,.419,24,29,.828,10,51,26,13,7,12,29,40,96,.417,12,38,.316,29,43,.674,13,61,23,8,8,16,21,2022,MEM
5575,85,80,80,2022-04-07,@,DEN,L,109,122,42,89,.472,11,28,.393,14,19,.737,10,34,30,8,3,12,21,44,80,.550,12,30,.400,22,25,.880,8,43,27,7,2,17,22,2022,MEM
5578,88,81,81,2022-04-09,,NOP,W,141,114,53,90,.589,18,35,.514,17,23,.739,13,48,41,6,9,18,24,41,91,.451,6,30,.200,26,35,.743,9,29,23,10,3,16,22,2022,MEM
5579,89,82,82,2022-04-10,,BOS,L,110,139,39,102,.382,15,47,.319,17,27,.630,19,45,27,11,6,10,16,54,99,.545,18,48,.375,13,13,1.000,14,56,34,5,2,15,20,2022,MEM
5580,0,1,1,2021-10-19,,BRK,W,127,104,48,105,.457,17,45,.378,14,18,.778,13,54,25,8,9,7,19,37,84,.440,17,32,.531,13,23,.565,5,44,19,3,9,12,17,2022,MIL
5581,1,2,2,2021-10-21,@,MIA,L,95,137,32,84,.381,12,42,.286,19,29,.655,5,38,19,6,0,15,26,51,96,.531,15,35,.429,20,31,.645,11,58,28,8,2,11,26,2022,MIL
5582,2,3,3,2021-10-23,@,SAS,W,121,111,44,83,.530,15,35,.429,18,22,.818,7,44,21,6,5,20,15,48,99,.485,10,39,.256,5,6,.833,10,38,29,10,4,12,18,2022,MIL
5583,3,4,4,2021-10-25,@,IND,W,119,109,41,85,.482,11,32,.344,26,31,.839,7,42,24,13,6,13,19,40,90,.444,14,36,.389,15,17,.882,12,47,23,6,1,19,24,2022,MIL
5584,4,5,5,2021-10-27,,MIN,L,108,113,39,95,.411,14,51,.275,16,21,.762,13,43,22,10,3,8,18,43,91,.473,13,45,.289,14,17,.824,10,49,29,5,4,17,20,2022,MIL
5585,5,6,6,2021-10-30,,SAS,L,93,102,36,89,.404,10,39,.256,11,16,.688,9,52,20,6,2,19,18,39,95,.411,7,31,.226,17,24,.708,8,49,28,12,3,9,13,2022,MIL
5586,6,7,7,2021-10-31,,UTA,L,95,107,39,96,.406,12,41,.293,5,6,.833,13,44,16,7,3,9,22,35,75,.467,12,37,.324,25,27,.926,7,44,13,6,10,12,10,2022,MIL
5587,7,8,8,2021-11-02,@,DET,W,117,89,42,84,.500,17,37,.459,16,21,.762,9,52,28,7,8,15,23,30,93,.323,8,47,.170,21,30,.700,14,43,21,5,5,14,22,2022,MIL
5588,8,9,9,2021-11-05,,NYK,L,98,113,33,82,.402,16,43,.372,16,21,.762,7,37,19,5,5,15,20,41,96,.427,10,40,.250,21,26,.808,20,59,16,12,4,14,17,2022,MIL
5589,9,10,10,2021-11-07,@,WAS,L,94,101,37,94,.394,10,36,.278,10,18,.556,16,49,17,14,3,12,10,41,81,.506,11,27,.407,8,13,.615,4,42,24,8,8,19,16,2022,MIL
5590,10,11,11,2021-11-09,@,PHI,W,118,109,44,95,.463,15,39,.385,15,21,.714,12,52,21,5,6,8,10,42,103,.408,14,43,.326,11,12,.917,13,46,21,7,7,7,20,2022,MIL
5591,11,12,12,2021-11-10,@,NYK,W,112,100,40,90,.444,26,50,.520,6,9,.667,13,50,29,4,4,14,17,36,83,.434,16,37,.432,12,17,.706,7,38,19,9,10,10,17,2022,MIL
5592,12,13,13,2021-11-12,@,BOS,L,113,122,44,98,.449,16,47,.340,9,11,.818,12,39,23,7,3,11,19,47,96,.490,12,41,.293,16,18,.889,16,53,22,5,7,16,12,2022,MIL
5593,13,14,14,2021-11-14,@,ATL,L,100,120,38,84,.452,14,41,.341,10,16,.625,4,30,24,8,3,11,17,47,97,.485,15,35,.429,11,13,.846,15,51,21,6,1,12,19,2022,MIL
5594,14,15,15,2021-11-17,,LAL,W,109,102,40,87,.460,12,37,.324,17,24,.708,9,52,22,9,4,15,10,40,96,.417,12,43,.279,10,12,.833,11,48,24,8,4,13,19,2022,MIL
5595,15,16,16,2021-11-19,,OKC,W,96,89,31,83,.373,12,41,.293,22,26,.846,6,53,21,9,5,12,18,32,91,.352,12,48,.250,13,21,.619,11,53,17,6,4,12,22,2022,MIL
5596,16,17,17,2021-11-20,,ORL,W,117,108,37,82,.451,19,40,.475,24,37,.649,11,60,25,6,5,14,18,39,98,.398,19,51,.373,11,14,.786,6,39,26,5,3,10,24,2022,MIL
5597,17,18,18,2021-11-22,,ORL,W,123,92,44,94,.468,18,45,.400,17,24,.708,13,55,28,10,7,12,22,34,93,.366,11,41,.268,13,18,.722,15,47,16,6,4,15,17,2022,MIL
5598,18,19,19,2021-11-24,,DET,W,114,93,42,87,.483,15,36,.417,15,17,.882,10,56,23,5,6,15,18,34,95,.358,11,45,.244,14,19,.737,9,44,16,7,1,8,18,2022,MIL
5599,19,20,20,2021-11-26,@,DEN,W,120,109,46,73,.630,16,33,.485,12,20,.600,5,44,24,3,7,19,14,40,92,.435,17,47,.362,12,14,.857,9,31,24,9,2,8,19,2022,MIL
5602,22,21,21,2021-11-28,@,IND,W,118,100,46,90,.511,8,35,.229,18,22,.818,13,52,27,7,3,13,14,38,92,.413,12,45,.267,12,16,.750,12,45,21,6,2,13,21,2022,MIL
5603,23,22,22,2021-12-01,,CHO,W,127,125,46,94,.489,14,36,.389,21,26,.808,9,45,29,10,1,13,20,43,87,.494,21,51,.412,18,21,.857,3,36,30,8,9,16,21,2022,MIL
5604,24,23,23,2021-12-02,@,TOR,L,93,97,32,85,.376,11,31,.355,18,25,.720,16,47,16,4,4,13,12,37,88,.420,14,40,.350,9,14,.643,15,47,23,10,7,13,24,2022,MIL
5605,25,24,24,2021-12-04,,MIA,W,124,102,44,98,.449,18,50,.360,18,20,.900,19,57,32,3,6,14,22,34,84,.405,17,43,.395,17,24,.708,9,39,29,6,5,14,17,2022,MIL
5606,26,25,25,2021-12-06,,CLE,W,112,104,40,86,.465,13,32,.406,19,24,.792,8,53,21,7,5,16,20,35,90,.389,15,46,.326,19,20,.950,7,39,27,8,4,9,17,2022,MIL
5607,27,26,26,2021-12-08,@,MIA,L,104,113,36,85,.424,12,39,.308,20,27,.741,12,41,18,11,4,18,20,40,77,.519,22,47,.468,11,12,.917,6,42,32,6,6,20,23,2022,MIL
5608,28,27,27,2021-12-10,@,HOU,W,123,114,42,83,.506,15,39,.385,24,32,.750,13,48,19,11,8,15,21,42,89,.472,19,46,.413,11,20,.550,12,40,30,9,4,16,28,2022,MIL
5609,29,28,28,2021-12-12,@,NYK,W,112,97,42,88,.477,14,41,.341,14,17,.824,12,46,27,11,1,15,12,35,82,.427,17,49,.347,10,13,.769,8,37,27,12,2,16,16,2022,MIL
5610,30,29,29,2021-12-13,@,BOS,L,103,117,40,90,.444,11,36,.306,12,15,.800,11,45,22,8,3,13,14,43,86,.500,20,47,.426,11,13,.846,7,40,31,6,5,11,15,2022,MIL
5611,31,30,30,2021-12-15,,IND,W,114,99,44,90,.489,14,29,.483,12,15,.800,10,38,25,10,3,8,11,39,83,.470,11,38,.289,10,11,.909,11,45,24,6,6,18,16,2022,MIL
5612,32,31,31,2021-12-17,@,NOP,L,112,116,45,104,.433,14,47,.298,8,10,.800,12,44,16,12,5,13,19,42,89,.472,13,37,.351,19,30,.633,13,57,34,10,3,20,13,2022,MIL
5613,33,32,32,2021-12-18,,CLE,L,90,119,35,89,.393,12,38,.316,8,11,.727,13,44,18,8,4,17,15,45,90,.500,16,45,.356,13,14,.929,9,46,36,11,3,13,13,2022,MIL
5614,34,33,33,2021-12-22,,HOU,W,126,106,45,103,.437,17,46,.370,19,21,.905,14,48,25,8,2,5,24,36,86,.419,13,45,.289,21,31,.677,13,52,23,0,7,15,21,2022,MIL
5615,35,34,34,2021-12-23,@,DAL,W,102,95,37,82,.451,10,36,.278,18,22,.818,6,47,26,7,5,12,16,35,86,.407,12,45,.267,13,17,.765,8,43,25,6,2,11,21,2022,MIL
5616,36,35,35,2021-12-25,,BOS,W,117,113,43,91,.473,12,33,.364,19,27,.704,15,48,24,7,6,13,20,38,89,.427,17,45,.378,20,24,.833,11,44,24,9,8,14,23,2022,MIL
5617,37,36,36,2021-12-28,@,ORL,W,127,110,47,85,.553,17,37,.459,16,22,.727,7,40,31,4,3,12,20,38,83,.458,12,39,.308,22,26,.846,7,37,24,7,4,13,25,2022,MIL
5618,38,37,37,2021-12-30,@,ORL,W,136,118,45,91,.495,13,33,.394,33,36,.917,14,50,24,7,6,13,19,42,87,.483,13,36,.361,21,27,.778,6,33,26,5,1,10,26,2022,MIL
5619,39,38,38,2022-01-01,,NOP,W,136,113,49,92,.533,23,48,.479,15,18,.833,4,48,27,10,4,13,20,39,95,.411,16,51,.314,19,30,.633,14,50,28,10,5,15,16,2022,MIL
5620,40,39,39,2022-01-03,,DET,L,106,115,39,92,.424,11,46,.239,17,22,.773,11,47,21,9,2,8,12,44,91,.484,18,43,.419,9,14,.643,9,47,31,6,1,13,21,2022,MIL
5621,41,40,40,2022-01-05,,TOR,L,111,117,38,85,.447,17,39,.436,18,26,.692,9,45,22,10,8,17,18,42,89,.472,16,36,.444,17,25,.680,10,44,24,8,4,14,20,2022,MIL
5624,44,41,41,2022-01-07,@,BRK,W,121,109,44,96,.458,16,45,.356,17,21,.810,13,45,21,6,3,10,20,42,92,.457,6,27,.222,19,20,.950,14,49,23,8,5,10,16,2022,MIL
5625,45,42,42,2022-01-08,@,CHO,L,106,114,35,90,.389,12,37,.324,24,26,.923,14,53,21,6,4,15,20,44,99,.444,16,48,.333,10,17,.588,13,49,29,10,3,10,25,2022,MIL
5626,46,43,43,2022-01-10,@,CHO,L,99,103,37,84,.440,13,43,.302,12,16,.750,7,48,25,7,2,20,17,38,96,.396,13,44,.295,14,16,.875,13,48,23,12,3,14,16,2022,MIL
5627,47,44,44,2022-01-13,,GSW,W,118,99,44,86,.512,18,41,.439,12,18,.667,5,54,29,10,7,16,16,33,95,.347,16,48,.333,17,24,.708,12,49,20,9,2,15,15,2022,MIL
5628,48,45,45,2022-01-15,,TOR,L,96,103,26,77,.338,12,39,.308,32,35,.914,9,41,19,8,8,13,23,40,91,.440,12,35,.343,11,20,.550,16,50,25,7,8,14,25,2022,MIL
5629,49,46,46,2022-01-17,@,ATL,L,114,121,39,88,.443,16,38,.421,20,24,.833,9,42,21,8,4,13,28,38,86,.442,15,36,.417,30,32,.938,10,46,25,7,8,13,18,2022,MIL
5630,50,47,47,2022-01-19,,MEM,W,126,114,46,97,.474,13,37,.351,21,22,.955,13,56,29,7,6,15,21,44,106,.415,9,40,.225,17,25,.680,16,47,26,10,8,9,20,2022,MIL
5631,51,48,48,2022-01-21,,CHI,W,94,90,34,88,.386,6,31,.194,20,28,.714,11,53,20,3,3,8,17,31,85,.365,7,38,.184,21,24,.875,6,49,21,4,4,8,21,2022,MIL
5632,52,49,49,2022-01-22,,SAC,W,133,127,45,91,.495,21,42,.500,22,25,.880,9,43,19,12,0,7,14,51,97,.526,15,37,.405,10,16,.625,13,48,29,4,2,14,20,2022,MIL
5633,53,50,50,2022-01-26,@,CLE,L,99,115,37,80,.463,9,32,.281,16,18,.889,10,41,22,7,3,19,19,41,87,.471,19,42,.452,14,17,.824,12,41,27,11,3,12,19,2022,MIL
5634,54,51,51,2022-01-28,,NYK,W,123,108,41,89,.461,14,43,.326,27,31,.871,11,47,27,11,1,12,24,39,84,.464,14,40,.350,16,28,.571,11,45,21,6,4,14,23,2022,MIL
5635,55,52,52,2022-01-30,,DEN,L,100,136,37,78,.474,10,30,.333,16,22,.727,6,32,23,6,3,15,10,53,88,.602,23,43,.535,7,10,.700,6,41,39,8,3,9,15,2022,MIL
5636,56,53,53,2022-02-01,,WAS,W,112,98,46,92,.500,12,38,.316,8,9,.889,8,44,26,7,2,9,17,36,82,.439,12,35,.343,14,20,.700,7,40,22,4,5,12,16,2022,MIL
5637,57,54,54,2022-02-05,@,POR,W,137,108,49,92,.533,23,50,.460,16,22,.727,10,44,36,9,6,10,18,41,85,.482,14,45,.311,12,21,.571,9,38,25,6,6,16,18,2022,MIL
5638,58,55,55,2022-02-06,@,LAC,W,137,113,48,88,.545,19,38,.500,22,27,.815,7,50,28,6,4,10,15,40,96,.417,18,46,.391,15,16,.938,10,44,26,6,2,10,20,2022,MIL
5639,59,56,56,2022-02-08,@,LAL,W,131,116,52,96,.542,15,36,.417,12,20,.600,11,42,31,10,4,11,24,44,85,.518,10,32,.313,18,30,.600,12,41,28,7,6,16,20,2022,MIL
5640,60,57,57,2022-02-10,@,PHO,L,107,131,40,88,.455,10,38,.263,17,25,.680,11,39,18,6,4,14,22,51,90,.567,9,30,.300,20,29,.690,9,43,35,10,2,8,22,2022,MIL
5641,61,58,58,2022-02-14,,POR,L,107,122,38,89,.427,13,41,.317,18,24,.750,6,43,18,8,3,13,18,45,99,.455,18,43,.419,14,19,.737,14,58,30,8,6,13,19,2022,MIL
5642,62,59,59,2022-02-15,,IND,W,128,119,48,86,.558,10,29,.345,22,30,.733,9,47,28,7,0,13,17,47,93,.505,17,41,.415,8,19,.421,10,41,32,8,2,12,23,2022,MIL
5643,63,60,60,2022-02-17,,PHI,L,120,123,42,95,.442,14,44,.318,22,28,.786,12,44,20,5,1,7,22,44,88,.500,12,34,.353,23,27,.852,9,46,21,2,2,12,23,2022,MIL
5646,66,61,61,2022-02-26,,BRK,L,123,126,41,78,.526,16,38,.421,25,38,.658,4,43,24,4,0,14,26,44,92,.478,13,34,.382,25,33,.758,12,40,24,7,5,7,24,2022,MIL
5647,67,62,62,2022-02-28,,CHO,W,130,106,40,91,.440,18,45,.400,32,37,.865,17,62,25,4,5,13,28,36,93,.387,14,39,.359,20,32,.625,9,40,22,6,1,8,27,2022,MIL
5648,68,63,63,2022-03-02,,MIA,W,120,119,41,91,.451,14,36,.389,24,27,.889,11,52,22,7,3,12,16,44,97,.454,21,44,.477,10,12,.833,9,48,28,9,4,10,22,2022,MIL
5649,69,64,64,2022-03-04,@,CHI,W,118,112,43,88,.489,10,31,.323,22,33,.667,12,50,20,5,5,13,18,47,94,.500,10,26,.385,8,11,.727,5,40,25,5,2,12,23,2022,MIL
5650,70,65,65,2022-03-06,,PHO,W,132,122,47,87,.540,15,32,.469,23,29,.793,14,48,31,9,6,14,19,50,93,.538,14,31,.452,8,11,.727,6,27,33,8,4,11,20,2022,MIL
5651,71,66,66,2022-03-08,@,OKC,W,142,115,53,100,.530,20,40,.500,16,20,.800,16,53,35,10,4,13,18,42,84,.500,16,39,.410,15,21,.714,6,36,26,6,5,15,20,2022,MIL
5652,72,67,67,2022-03-09,,ATL,W,124,115,47,94,.500,12,35,.343,18,23,.783,11,50,24,7,2,8,19,43,86,.500,11,38,.289,18,22,.818,7,44,26,6,3,9,20,2022,MIL
5653,73,68,68,2022-03-12,@,GSW,L,109,122,38,92,.413,17,44,.386,16,23,.696,8,39,27,8,2,4,16,45,93,.484,18,45,.400,14,15,.933,12,55,33,3,7,10,19,2022,MIL
5654,74,69,69,2022-03-14,@,UTA,W,117,111,40,86,.465,12,31,.387,25,29,.862,6,42,21,10,3,12,19,37,93,.398,17,48,.354,20,24,.833,13,45,21,7,4,13,23,2022,MIL
5655,75,70,70,2022-03-16,@,SAC,W,135,126,47,89,.528,18,35,.514,23,32,.719,8,47,21,12,3,11,19,46,94,.489,16,43,.372,18,21,.857,7,39,27,8,5,15,21,2022,MIL
5656,76,71,71,2022-03-19,@,MIN,L,119,138,43,97,.443,19,52,.365,14,17,.824,14,51,27,6,4,14,18,47,92,.511,22,47,.468,22,26,.846,8,44,30,12,2,11,19,2022,MIL
5657,77,72,72,2022-03-22,,CHI,W,126,98,50,82,.610,12,28,.429,14,20,.700,5,53,26,4,6,14,12,39,92,.424,13,33,.394,7,13,.538,5,33,21,9,4,7,12,2022,MIL
5658,78,73,73,2022-03-24,,WAS,W,114,102,42,81,.519,16,35,.457,14,16,.875,4,41,23,5,2,15,17,43,92,.467,11,38,.289,5,9,.556,12,41,25,9,1,11,17,2022,MIL
5659,79,74,74,2022-03-26,@,MEM,L,102,127,37,93,.398,7,32,.219,21,26,.808,14,46,19,4,7,13,21,49,102,.480,13,37,.351,16,23,.696,16,54,30,10,9,8,19,2022,MIL
5660,80,75,75,2022-03-29,@,PHI,W,118,116,44,88,.500,14,38,.368,16,23,.696,9,48,26,5,4,10,17,43,89,.483,16,41,.390,14,18,.778,5,40,28,7,3,8,19,2022,MIL
5661,81,76,76,2022-03-31,@,BRK,W,120,119,40,89,.449,12,41,.293,28,34,.824,11,57,17,12,3,22,14,45,97,.464,18,37,.486,11,16,.688,5,41,31,12,7,16,25,2022,MIL
5662,82,77,77,2022-04-01,,LAC,L,119,153,50,94,.532,8,25,.320,11,18,.611,13,38,30,6,5,15,19,56,92,.609,23,43,.535,18,24,.750,8,36,34,9,7,9,17,2022,MIL
5663,83,78,78,2022-04-03,,DAL,L,112,118,42,95,.442,15,40,.375,13,18,.722,10,36,25,9,1,9,22,39,76,.513,16,38,.421,24,27,.889,2,38,28,7,3,12,20,2022,MIL
5664,84,79,79,2022-04-05,@,CHI,W,127,106,46,87,.529,12,35,.343,23,25,.920,8,47,32,8,8,14,19,42,98,.429,9,33,.273,13,13,1.000,13,42,22,8,2,14,21,2022,MIL
